Siège;Adresse (Siège);Code Postal (Siège);Nom (Etab1);Adresse (Etab1);Code Postal (Etab1);Nom (Etab2);Adresse (Etab2);Code Postal (Etab2);Nom (Etab3);Adresse (Etab3);Code Postal (Etab3);Nom (Etab4);Adresse (Etab4);Code Postal (Etab4);Nom (Etab5);Adresse (Etab5);Code Postal (Etab5);Nom (Etab6);Adresse (Etab6);Code Postal (Etab6)
UPSA;3 RUE JOSEPH MONIER;92500;UPSA SAS;ALL DE LOMAGNE;47520;UPSA SAS;LE TREIL;47520;UPSA SAS;979 AV DES PYRENEES;47520;UPSA SAS;304 AV DOCTEUR JEAN BRU;47000;UPSA SAS;ALL DE LOMAGNE;47520;UPSA SAS;LAPLAINE;47520
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
URGO MEDICAL;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;15 AV D IENA;75116;LABORATOIRES URGO;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;AV DE STRASBOURG;21800;LABORATOIRES URGO;55 RUE DE LYON;75012;LABORATOIRES URGO;9 RUE PETITOT;21000;0;0;0
URGO MEDICAL;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;15 AV D IENA;75116;LABORATOIRES URGO;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;AV DE STRASBOURG;21800;LABORATOIRES URGO;55 RUE DE LYON;75012;LABORATOIRES URGO;9 RUE PETITOT;21000;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
URGO MEDICAL;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;15 AV D IENA;75116;LABORATOIRES URGO;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;AV DE STRASBOURG;21800;LABORATOIRES URGO;55 RUE DE LYON;75012;LABORATOIRES URGO;9 RUE PETITOT;21000;0;0;0
URGO MEDICAL;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;15 AV D IENA;75116;LABORATOIRES URGO;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;AV DE STRASBOURG;21800;LABORATOIRES URGO;55 RUE DE LYON;75012;LABORATOIRES URGO;9 RUE PETITOT;21000;0;0;0
URGO MEDICAL;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;15 AV D IENA;75116;LABORATOIRES URGO;42 RUE DE LONGVIC;21300;LABORATOIRES URGO;AV DE STRASBOURG;21800;LABORATOIRES URGO;55 RUE DE LYON;75012;LABORATOIRES URGO;9 RUE PETITOT;21000;0;0;0
VASCULAR THERAPY;5 RUE PELLOUTIER;77183;VASCULAR THERAPY;34 RUE DES CARMES;54000;VASCULAR THERAPY;5 RUE STE CATHERINE;54000;0;0;0;0;0;0;0;0;0;0;0;0
VASCULAR THERAPY;5 RUE PELLOUTIER;77183;VASCULAR THERAPY;34 RUE DES CARMES;54000;VASCULAR THERAPY;5 RUE STE CATHERINE;54000;0;0;0;0;0;0;0;0;0;0;0;0
VASCULAR THERAPY;5 RUE PELLOUTIER;77183;VASCULAR THERAPY;34 RUE DES CARMES;54000;VASCULAR THERAPY;5 RUE STE CATHERINE;54000;0;0;0;0;0;0;0;0;0;0;0;0
IDM MEDICAL;ZAC DE LA FERRAGE;13980;IDM MEDICAL;ZAC DE L'ANJOLY;13127;C.M.S.;9 ALL MARIE CLEMENCE;13004;0;0;0;0;0;0;0;0;0;0;0;0
IDM MEDICAL;ZAC DE LA FERRAGE;13980;IDM MEDICAL;ZAC DE L'ANJOLY;13127;C.M.S.;9 ALL MARIE CLEMENCE;13004;0;0;0;0;0;0;0;0;0;0;0;0
IDM MEDICAL;ZAC DE LA FERRAGE;13980;IDM MEDICAL;ZAC DE L'ANJOLY;13127;C.M.S.;9 ALL MARIE CLEMENCE;13004;0;0;0;0;0;0;0;0;0;0;0;0
IDM MEDICAL;ZAC DE LA FERRAGE;13980;IDM MEDICAL;ZAC DE L'ANJOLY;13127;C.M.S.;9 ALL MARIE CLEMENCE;13004;0;0;0;0;0;0;0;0;0;0;0;0
IDM MEDICAL;ZAC DE LA FERRAGE;13980;IDM MEDICAL;ZAC DE L'ANJOLY;13127;C.M.S.;9 ALL MARIE CLEMENCE;13004;0;0;0;0;0;0;0;0;0;0;0;0
VERATHON MEDICAL (FRANCE);16 AV DE L EUROPE;67300;VERATHON MEDICAL (FRANCE);2 ALL D OSLO;67300;VERATHON MEDICAL (FRANCE);4 PL ARNOLD;67000;0;0;0;0;0;0;0;0;0;0;0;0
VERATHON MEDICAL (FRANCE);16 AV DE L EUROPE;67300;VERATHON MEDICAL (FRANCE);2 ALL D OSLO;67300;VERATHON MEDICAL (FRANCE);4 PL ARNOLD;67000;0;0;0;0;0;0;0;0;0;0;0;0
VERATHON MEDICAL (FRANCE);16 AV DE L EUROPE;67300;VERATHON MEDICAL (FRANCE);2 ALL D OSLO;67300;VERATHON MEDICAL (FRANCE);4 PL ARNOLD;67000;0;0;0;0;0;0;0;0;0;0;0;0
VERATHON MEDICAL (FRANCE);16 AV DE L EUROPE;67300;VERATHON MEDICAL (FRANCE);2 ALL D OSLO;67300;VERATHON MEDICAL (FRANCE);4 PL ARNOLD;67000;0;0;0;0;0;0;0;0;0;0;0;0
VERATHON MEDICAL (FRANCE);16 AV DE L EUROPE;67300;VERATHON MEDICAL (FRANCE);2 ALL D OSLO;67300;VERATHON MEDICAL (FRANCE);4 PL ARNOLD;67000;0;0;0;0;0;0;0;0;0;0;0;0
VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;10 AV DE FONTREAL;31620;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;14 RUE PAUL BERT;64000;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;13 RUE DU CASSE;31240;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;VOIE 3 GRANDE BORDE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;GRANDE BORDE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;L'OCCITANE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;AV DE LANDERY;31330
VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;10 AV DE FONTREAL;31620;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;14 RUE PAUL BERT;64000;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;13 RUE DU CASSE;31240;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;VOIE 3 GRANDE BORDE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;GRANDE BORDE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;L'OCCITANE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;AV DE LANDERY;31330
VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;10 AV DE FONTREAL;31620;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;14 RUE PAUL BERT;64000;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;13 RUE DU CASSE;31240;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;VOIE 3 GRANDE BORDE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;GRANDE BORDE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;L'OCCITANE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;AV DE LANDERY;31330
VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;10 AV DE FONTREAL;31620;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;14 RUE PAUL BERT;64000;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;13 RUE DU CASSE;31240;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;VOIE 3 GRANDE BORDE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;GRANDE BORDE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;L'OCCITANE;31670;VIDEO INTERVENTIONNELLE MEDICALE SCIENTI;AV DE LANDERY;31330
VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;400 RUE EMILE DEWOITINE;37210;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;200 RUE HENRI POTEZ;37210;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;7 RUE VALENTIN HAUY;37100;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;16 RUE DE LA JONCHERE;37510;0;0;0;0;0;0;0;0;0
VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;400 RUE EMILE DEWOITINE;37210;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;200 RUE HENRI POTEZ;37210;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;7 RUE VALENTIN HAUY;37100;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;16 RUE DE LA JONCHERE;37510;0;0;0;0;0;0;0;0;0
VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;400 RUE EMILE DEWOITINE;37210;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;200 RUE HENRI POTEZ;37210;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;7 RUE VALENTIN HAUY;37100;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;16 RUE DE LA JONCHERE;37510;0;0;0;0;0;0;0;0;0
VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;400 RUE EMILE DEWOITINE;37210;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;200 RUE HENRI POTEZ;37210;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;7 RUE VALENTIN HAUY;37100;VAL DE LOIRE ACCUMULATEURS DISTRIBUTION;16 RUE DE LA JONCHERE;37510;0;0;0;0;0;0;0;0;0
VO MEDICA;3 ALL DU CLOS TONNERRE;91120;VO MEDICA;2 VOIE LA CARDON;91120;VO MEDICA;183 AV DE CHOISY;75013;0;0;0;0;0;0;0;0;0;0;0;0
VO MEDICA;3 ALL DU CLOS TONNERRE;91120;VO MEDICA;2 VOIE LA CARDON;91120;VO MEDICA;183 AV DE CHOISY;75013;0;0;0;0;0;0;0;0;0;0;0;0
VO MEDICA;3 ALL DU CLOS TONNERRE;91120;VO MEDICA;2 VOIE LA CARDON;91120;VO MEDICA;183 AV DE CHOISY;75013;0;0;0;0;0;0;0;0;0;0;0;0
ELSAN SAS;58 RUE LA BOETIE;75008;ELSAN SAS;46 RUE LA BOETIE;75008;ELSAN SAS;23 RUE DU ROULE;75001;0;0;0;0;0;0;0;0;0;0;0;0
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
VYGON;5 RUE ADELINE;95440;VYGON;RTE DU MANOIR;60173;VYGON;1 RTE DES TROQUES;69630;VYGON;5 AV DES BOULEAUX;60550;VYGON;20 RUE ADELINE;95440;VYGON;3 RUE ADELINE;95440;VYGON;25 RUE DE L ESCOUVRIER;95200
WERFEN;88 RUE ANDRE JOINEAU;93310;WERFEN;7 RUE VIRGILE MARRON;13005;WERFEN;35 AV CHARDONNET;35000;WERFEN;RUE FREDERIC SEVENE;33400;WERFEN;61 RUE CHATEAU PAYAN;13005;WERFEN;3 AV CONDORCET;69100;WERFEN;286 AV DE GRANDE BRETAGNE;31300
WERFEN;88 RUE ANDRE JOINEAU;93310;WERFEN;7 RUE VIRGILE MARRON;13005;WERFEN;35 AV CHARDONNET;35000;WERFEN;RUE FREDERIC SEVENE;33400;WERFEN;61 RUE CHATEAU PAYAN;13005;WERFEN;3 AV CONDORCET;69100;WERFEN;286 AV DE GRANDE BRETAGNE;31300
WERFEN;88 RUE ANDRE JOINEAU;93310;WERFEN;7 RUE VIRGILE MARRON;13005;WERFEN;35 AV CHARDONNET;35000;WERFEN;RUE FREDERIC SEVENE;33400;WERFEN;61 RUE CHATEAU PAYAN;13005;WERFEN;3 AV CONDORCET;69100;WERFEN;286 AV DE GRANDE BRETAGNE;31300
IMPRIMERIE WOELFFLE;RUE DE MAUGRE;59121;IMPRIMERIE WOELFFLE;85 RUE SAINT GERY;59300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMPRIMERIE WOELFFLE;RUE DE MAUGRE;59121;IMPRIMERIE WOELFFLE;85 RUE SAINT GERY;59300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMPRIMERIE WOELFFLE;RUE DE MAUGRE;59121;IMPRIMERIE WOELFFLE;85 RUE SAINT GERY;59300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FISSORE FRANCE;4 RUE GALVANI;75017;FISSORE FRANCE;235 BD PEREIRE;75017;FISSORE FRANCE;ALL DES FONTENETTES;95800;0;0;0;0;0;0;0;0;0;0;0;0
KOMET FRANCE;18 RUE FOURCROY;75017;KOMET FRANCE;35 RUE CHANZY;75011;KOMET FRANCE;11 RUE DE REUILLY;75012;0;0;0;0;0;0;0;0;0;0;0;0
FISSORE FRANCE;4 RUE GALVANI;75017;FISSORE FRANCE;235 BD PEREIRE;75017;FISSORE FRANCE;ALL DES FONTENETTES;95800;0;0;0;0;0;0;0;0;0;0;0;0
KOMET FRANCE;18 RUE FOURCROY;75017;KOMET FRANCE;35 RUE CHANZY;75011;KOMET FRANCE;11 RUE DE REUILLY;75012;0;0;0;0;0;0;0;0;0;0;0;0
KYOWA KIRIN PHARMA;20 BD DU PARC;92200;KYOWA KIRIN PHARMA;1 RUE ROYALE;92210;KYOWA KIRIN PHARMA;15 RUE DE TURBIGO;75002;0;0;0;0;0;0;0;0;0;0;0;0
KYOWA KIRIN PHARMA;20 BD DU PARC;92200;KYOWA KIRIN PHARMA;1 RUE ROYALE;92210;KYOWA KIRIN PHARMA;15 RUE DE TURBIGO;75002;0;0;0;0;0;0;0;0;0;0;0;0
KYOWA KIRIN PHARMA;20 BD DU PARC;92200;KYOWA KIRIN PHARMA;1 RUE ROYALE;92210;KYOWA KIRIN PHARMA;15 RUE DE TURBIGO;75002;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LCH MEDICAL PRODUCTS;12 RUE SARAH BERNHARDT;92600;LCH MEDICAL PRODUCTS;14 RUE FERDINAND DE LESSEPS;95190;LCH MEDICAL PRODUCTS;7 RUE DE THIONVILLE;75019;0;0;0;0;0;0;0;0;0;0;0;0
LCH MEDICAL PRODUCTS;12 RUE SARAH BERNHARDT;92600;LCH MEDICAL PRODUCTS;14 RUE FERDINAND DE LESSEPS;95190;LCH MEDICAL PRODUCTS;7 RUE DE THIONVILLE;75019;0;0;0;0;0;0;0;0;0;0;0;0
LCH MEDICAL PRODUCTS;12 RUE SARAH BERNHARDT;92600;LCH MEDICAL PRODUCTS;14 RUE FERDINAND DE LESSEPS;95190;LCH MEDICAL PRODUCTS;7 RUE DE THIONVILLE;75019;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRES COLOPLAST;6 RUE DE ROME;93110;LABORATOIRES COLOPLAST;35 BD DU COURCERIN;77185;LABORATOIRES COLOPLAST;LA BOURSIDIERE;92350;LABORATOIRES COLOPLAST;LE PONTET;24200;LABORATOIRES COLOPLAST;33 AV MAL DE LATTRE DE TASSIGNY;94120;COMPEED AMOENA STOMANET;58 RUE ROGER SALENGRO;94120;0;0;0
LABORATOIRES COLOPLAST;6 RUE DE ROME;93110;LABORATOIRES COLOPLAST;35 BD DU COURCERIN;77185;LABORATOIRES COLOPLAST;LA BOURSIDIERE;92350;LABORATOIRES COLOPLAST;LE PONTET;24200;LABORATOIRES COLOPLAST;33 AV MAL DE LATTRE DE TASSIGNY;94120;COMPEED AMOENA STOMANET;58 RUE ROGER SALENGRO;94120;0;0;0
LABORATOIRES COLOPLAST;6 RUE DE ROME;93110;LABORATOIRES COLOPLAST;35 BD DU COURCERIN;77185;LABORATOIRES COLOPLAST;LA BOURSIDIERE;92350;LABORATOIRES COLOPLAST;LE PONTET;24200;LABORATOIRES COLOPLAST;33 AV MAL DE LATTRE DE TASSIGNY;94120;COMPEED AMOENA STOMANET;58 RUE ROGER SALENGRO;94120;0;0;0
LEMAITRE VASCULAR SAS;79 AV DE VILLIERS;75017;LEMAITRE VASCULAR SAS;2 RUE LEON COGNIET;75017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEMAITRE VASCULAR SAS;79 AV DE VILLIERS;75017;LEMAITRE VASCULAR SAS;2 RUE LEON COGNIET;75017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEMAITRE VASCULAR SAS;79 AV DE VILLIERS;75017;LEMAITRE VASCULAR SAS;2 RUE LEON COGNIET;75017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEMAITRE VASCULAR SAS;79 AV DE VILLIERS;75017;LEMAITRE VASCULAR SAS;2 RUE LEON COGNIET;75017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEMAITRE VASCULAR SAS;79 AV DE VILLIERS;75017;LEMAITRE VASCULAR SAS;2 RUE LEON COGNIET;75017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEO PHARMACEUTICAL PRODUCTS LTD A-S;2750 BALLERUP;99101;LEO PHARMACEUTICAL PRODUCTS LTD A-S;73 RUE HENRI REGNAULT;92210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAINT QUENTIN EN YVELINES;1 RUE EUGENE HENAFF;78190;PRISME;CTRE COMM DES SEPT MARES;78990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEO PHARMACEUTICAL PRODUCTS LTD A-S;2750 BALLERUP;99101;LEO PHARMACEUTICAL PRODUCTS LTD A-S;73 RUE HENRI REGNAULT;92210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEO PHARMACEUTICAL PRODUCTS LTD A-S;2750 BALLERUP;99101;LEO PHARMACEUTICAL PRODUCTS LTD A-S;73 RUE HENRI REGNAULT;92210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LIFE PARTNERS EUROPE;161 AV GALLIENI;93170;LIFE PARTNERS EUROPE;25 RUE JULES FERRY;93170;LIFE PARTNERS EUROPE;11 RUE VICTOR HUGO;93170;LIFE PARTNERS EUROPE;13 RUE GUSTAVE NICKLES;93170;0;0;0;0;0;0;0;0;0
LIFE PARTNERS EUROPE;161 AV GALLIENI;93170;LIFE PARTNERS EUROPE;25 RUE JULES FERRY;93170;LIFE PARTNERS EUROPE;11 RUE VICTOR HUGO;93170;LIFE PARTNERS EUROPE;13 RUE GUSTAVE NICKLES;93170;0;0;0;0;0;0;0;0;0
LIFE PARTNERS EUROPE;161 AV GALLIENI;93170;LIFE PARTNERS EUROPE;25 RUE JULES FERRY;93170;LIFE PARTNERS EUROPE;11 RUE VICTOR HUGO;93170;LIFE PARTNERS EUROPE;13 RUE GUSTAVE NICKLES;93170;0;0;0;0;0;0;0;0;0
LIFE PARTNERS EUROPE;161 AV GALLIENI;93170;LIFE PARTNERS EUROPE;25 RUE JULES FERRY;93170;LIFE PARTNERS EUROPE;11 RUE VICTOR HUGO;93170;LIFE PARTNERS EUROPE;13 RUE GUSTAVE NICKLES;93170;0;0;0;0;0;0;0;0;0
LIFE PARTNERS EUROPE;161 AV GALLIENI;93170;LIFE PARTNERS EUROPE;25 RUE JULES FERRY;93170;LIFE PARTNERS EUROPE;11 RUE VICTOR HUGO;93170;LIFE PARTNERS EUROPE;13 RUE GUSTAVE NICKLES;93170;0;0;0;0;0;0;0;0;0
LIFE PARTNERS EUROPE;161 AV GALLIENI;93170;LIFE PARTNERS EUROPE;25 RUE JULES FERRY;93170;LIFE PARTNERS EUROPE;11 RUE VICTOR HUGO;93170;LIFE PARTNERS EUROPE;13 RUE GUSTAVE NICKLES;93170;0;0;0;0;0;0;0;0;0
LIFE PARTNERS EUROPE;161 AV GALLIENI;93170;LIFE PARTNERS EUROPE;25 RUE JULES FERRY;93170;LIFE PARTNERS EUROPE;11 RUE VICTOR HUGO;93170;LIFE PARTNERS EUROPE;13 RUE GUSTAVE NICKLES;93170;0;0;0;0;0;0;0;0;0
LILLY FRANCE;24 BD VITAL BOUHOT;92200;LILLY FRANCE;2 RUE DU COLONEL LILLY;67640;LILLY FRANCE;13 RUE PAGES;92150;LILLY FRANCE;102 RUE VICTOR HUGO;92300;HYBRITECH FRANCE;RUE EDOUARD BRANLY;78190;DEPOTS DE RENNES;RTE DE PARIS;35530;LILLY FRANCE;318 BUREAUX DE LA COLLINE;92210
LILLY FRANCE;24 BD VITAL BOUHOT;92200;LILLY FRANCE;2 RUE DU COLONEL LILLY;67640;LILLY FRANCE;13 RUE PAGES;92150;LILLY FRANCE;102 RUE VICTOR HUGO;92300;HYBRITECH FRANCE;RUE EDOUARD BRANLY;78190;DEPOTS DE RENNES;RTE DE PARIS;35530;LILLY FRANCE;318 BUREAUX DE LA COLLINE;92210
LILLY FRANCE;24 BD VITAL BOUHOT;92200;LILLY FRANCE;2 RUE DU COLONEL LILLY;67640;LILLY FRANCE;13 RUE PAGES;92150;LILLY FRANCE;102 RUE VICTOR HUGO;92300;HYBRITECH FRANCE;RUE EDOUARD BRANLY;78190;DEPOTS DE RENNES;RTE DE PARIS;35530;LILLY FRANCE;318 BUREAUX DE LA COLLINE;92210
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MICROPORT CRM FRANCE SAS;4 AV REAUMUR;92140;MICROPORT CRM FRANCE SAS;54 RUE D ARCUEIL;94150;MICROPORT CRM FRANCE SAS;2 IMP MICHEL LABROUSSE;31100;MICROPORT CRM FRANCE SAS;217 CRS LAFAYETTE;69006;MICROPORT CRM FRANCE SAS;316 RTE DE SAINT SIMON;31100;MICROPORT CRM FRANCE SAS;217 LA BOURSIDIERE;92350;MICROPORT CRM FRANCE SAS;LA BOURSIDIERE;92350
MICROPORT CRM FRANCE SAS;4 AV REAUMUR;92140;MICROPORT CRM FRANCE SAS;54 RUE D ARCUEIL;94150;MICROPORT CRM FRANCE SAS;2 IMP MICHEL LABROUSSE;31100;MICROPORT CRM FRANCE SAS;217 CRS LAFAYETTE;69006;MICROPORT CRM FRANCE SAS;316 RTE DE SAINT SIMON;31100;MICROPORT CRM FRANCE SAS;217 LA BOURSIDIERE;92350;MICROPORT CRM FRANCE SAS;LA BOURSIDIERE;92350
LABORATOIRES LOHMANN & RAUSCHER;ZA DE CHOISY;88200;LABORATOIRES LOHMANN & RAUSCHER;20 RUE PRINCIPALE;68960;LABORATOIRES LOHMANN & RAUSCHER;ZA DU PUITS DU CRET;42530;LABORATOIRES LOHMANN & RAUSCHER;RTE D'ARCIS - RN 441;10170;LABORATOIRES LOHMANN & RAUSCHER;RUE SIRETTES;10150;LABORATOIRES LOHMANN & RAUSCHER;CHE DE CREVE COEUR;10380;LABORATOIRES LOHMANN & RAUSCHER;14 CHE DU CANAL;88200
LABORATOIRES LOHMANN & RAUSCHER;ZA DE CHOISY;88200;LABORATOIRES LOHMANN & RAUSCHER;20 RUE PRINCIPALE;68960;LABORATOIRES LOHMANN & RAUSCHER;ZA DU PUITS DU CRET;42530;LABORATOIRES LOHMANN & RAUSCHER;RTE D'ARCIS - RN 441;10170;LABORATOIRES LOHMANN & RAUSCHER;RUE SIRETTES;10150;LABORATOIRES LOHMANN & RAUSCHER;CHE DE CREVE COEUR;10380;LABORATOIRES LOHMANN & RAUSCHER;14 CHE DU CANAL;88200
LABORATOIRES LOHMANN & RAUSCHER;ZA DE CHOISY;88200;LABORATOIRES LOHMANN & RAUSCHER;20 RUE PRINCIPALE;68960;LABORATOIRES LOHMANN & RAUSCHER;ZA DU PUITS DU CRET;42530;LABORATOIRES LOHMANN & RAUSCHER;RTE D'ARCIS - RN 441;10170;LABORATOIRES LOHMANN & RAUSCHER;RUE SIRETTES;10150;LABORATOIRES LOHMANN & RAUSCHER;CHE DE CREVE COEUR;10380;LABORATOIRES LOHMANN & RAUSCHER;14 CHE DU CANAL;88200
LABORATOIRES LOHMANN & RAUSCHER;ZA DE CHOISY;88200;LABORATOIRES LOHMANN & RAUSCHER;20 RUE PRINCIPALE;68960;LABORATOIRES LOHMANN & RAUSCHER;ZA DU PUITS DU CRET;42530;LABORATOIRES LOHMANN & RAUSCHER;RTE D'ARCIS - RN 441;10170;LABORATOIRES LOHMANN & RAUSCHER;RUE SIRETTES;10150;LABORATOIRES LOHMANN & RAUSCHER;CHE DE CREVE COEUR;10380;LABORATOIRES LOHMANN & RAUSCHER;14 CHE DU CANAL;88200
